,id,gen,sp,ssp,group,en,rec,cnt,loc,lat,lng,alt,type,sex,stage,method,url,file,file-name,sono,osci,lic,q,length,time,date,uploaded,also,rmk,bird-seen,animal-seen,playback-used,temp,regnr,auto,dvc,mic,smp
118,761290,Branta,bernicla,,birds,Brant Goose,david thorns,United Kingdom,"Hampden Park, East Sussex",50.7991,0.2657,20,nocturnal flight call,,,field recording,//xeno-canto.org/761290,https://xeno-canto.org/761290/download,XC761290-20221113_23h46-brent-geese.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/TWPCJOTWKA/ffts/XC761290-small.png', 'med': '//xeno-canto.org/sounds/uploaded/TWPCJOTWKA/ffts/XC761290-med.png', 'large': '//xeno-canto.org/sounds/uploaded/TWPCJOTWKA/ffts/XC761290-large.png', 'full': '//xeno-canto.org/sounds/uploaded/TWPCJOTWKA/ffts/XC761290-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/TWPCJOTWKA/wave/XC761290-small.png', 'med': '//xeno-canto.org/sounds/uploaded/TWPCJOTWKA/wave/XC761290-med.png', 'large': '//xeno-canto.org/sounds/uploaded/TWPCJOTWKA/wave/XC761290-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:34,23:30,2022-11-13,2022-11-15,[],,no,no,no,,,yes,LS-P4,Dodotronic Parabole (mono),44100
119,759653,Branta,bernicla,,birds,Brant Goose,Paul Coiffard,France,"Rochefort, Charente-Maritime, Nouvelle-Aquitaine",45.9366,-0.9616,10,nocturnal flight call,,,field recording,//xeno-canto.org/759653,https://xeno-canto.org/759653/download,XC759653-20221105_0430_Bernache_cravant.wav,"{'small': '//xeno-canto.org/sounds/uploaded/TLORJJUZZT/ffts/XC759653-small.png', 'med': '//xeno-canto.org/sounds/uploaded/TLORJJUZZT/ffts/XC759653-med.png', 'large': '//xeno-canto.org/sounds/uploaded/TLORJJUZZT/ffts/XC759653-large.png', 'full': '//xeno-canto.org/sounds/uploaded/TLORJJUZZT/ffts/XC759653-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/TLORJJUZZT/wave/XC759653-small.png', 'med': '//xeno-canto.org/sounds/uploaded/TLORJJUZZT/wave/XC759653-med.png', 'large': '//xeno-canto.org/sounds/uploaded/TLORJJUZZT/wave/XC759653-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:37,04:30,2022-11-05,2022-11-05,[],,no,no,no,,,yes,Audiomoth 1.2.0,2x Primo EM272 Mono,44100
120,749126,Branta,bernicla,,birds,Brant Goose,Martin Billard,France,"Arrondissement de Caen (near  Feuguerolles-Bully), Calvados, Normandie",49.1144,-0.4023,60,nocturnal flight call,,,field recording,//xeno-canto.org/749126,https://xeno-canto.org/749126/download,XC749126-09-19-2022_2h25_bernache cravant.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/WKUHMYUJSN/ffts/XC749126-small.png', 'med': '//xeno-canto.org/sounds/uploaded/WKUHMYUJSN/ffts/XC749126-med.png', 'large': '//xeno-canto.org/sounds/uploaded/WKUHMYUJSN/ffts/XC749126-large.png', 'full': '//xeno-canto.org/sounds/uploaded/WKUHMYUJSN/ffts/XC749126-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/WKUHMYUJSN/wave/XC749126-small.png', 'med': '//xeno-canto.org/sounds/uploaded/WKUHMYUJSN/wave/XC749126-med.png', 'large': '//xeno-canto.org/sounds/uploaded/WKUHMYUJSN/wave/XC749126-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:16,02:25,2022-09-19,2022-09-19,[],,no,no,no,,,no,,,44100
121,713590,Branta,bernicla,hrota,birds,Brant Goose,Paul Kelly,Ireland,"Tacumshin Lake (East End), County Wexford",52.1963,-6.4439,0,flight call,uncertain,uncertain,field recording,//xeno-canto.org/713590,https://xeno-canto.org/713590/download,XC713590-brentgeese.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/WBZVBDKAUE/ffts/XC713590-small.png', 'med': '//xeno-canto.org/sounds/uploaded/WBZVBDKAUE/ffts/XC713590-med.png', 'large': '//xeno-canto.org/sounds/uploaded/WBZVBDKAUE/ffts/XC713590-large.png', 'full': '//xeno-canto.org/sounds/uploaded/WBZVBDKAUE/ffts/XC713590-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/WBZVBDKAUE/wave/XC713590-small.png', 'med': '//xeno-canto.org/sounds/uploaded/WBZVBDKAUE/wave/XC713590-med.png', 'large': '//xeno-canto.org/sounds/uploaded/WBZVBDKAUE/wave/XC713590-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:14,02:30,2022-04-02,2022-04-06,[],Likely migrating flock. Multiple birds. ,no,no,no,,,no,,,24000
122,709212,Branta,bernicla,,birds,Brant Goose,Martin Billard,France,"Arrondissement de Caen (near  Feuguerolles-Bully), Calvados, Normandie",49.1144,-0.4023,60,"flight call, nocturnal flight call",uncertain,uncertain,field recording,//xeno-canto.org/709212,https://xeno-canto.org/709212/download,XC709212-03-14-2022_4h30_bernache cravant.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/WKUHMYUJSN/ffts/XC709212-small.png', 'med': '//xeno-canto.org/sounds/uploaded/WKUHMYUJSN/ffts/XC709212-med.png', 'large': '//xeno-canto.org/sounds/uploaded/WKUHMYUJSN/ffts/XC709212-large.png', 'full': '//xeno-canto.org/sounds/uploaded/WKUHMYUJSN/ffts/XC709212-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/WKUHMYUJSN/wave/XC709212-small.png', 'med': '//xeno-canto.org/sounds/uploaded/WKUHMYUJSN/wave/XC709212-med.png', 'large': '//xeno-canto.org/sounds/uploaded/WKUHMYUJSN/wave/XC709212-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:32,04:30,2022-03-14,2022-03-17,[],,no,no,no,,,no,,,44100
123,700780,Branta,bernicla,,birds,Brant Goose,Beatrix Saadi-Varchmin,Germany,"Damm, Binnenseite,  near Tüskedorsee, Borkum, Leer, Lower Saxony",53.5883,6.729,0,call,uncertain,adult,field recording,//xeno-canto.org/700780,https://xeno-canto.org/700780/download,XC700780-RINGELGÄNSE  Borkum  7_42  VOC_190519-7782.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/OQZFKFTAKD/ffts/XC700780-small.png', 'med': '//xeno-canto.org/sounds/uploaded/OQZFKFTAKD/ffts/XC700780-med.png', 'large': '//xeno-canto.org/sounds/uploaded/OQZFKFTAKD/ffts/XC700780-large.png', 'full': '//xeno-canto.org/sounds/uploaded/OQZFKFTAKD/ffts/XC700780-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/OQZFKFTAKD/wave/XC700780-small.png', 'med': '//xeno-canto.org/sounds/uploaded/OQZFKFTAKD/wave/XC700780-med.png', 'large': '//xeno-canto.org/sounds/uploaded/OQZFKFTAKD/wave/XC700780-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:17,07:42,2019-05-19,2022-02-07,"['Anser anser', 'Tringa totanus', 'Haematopus ostralegus']","a group of Brant Goose, grazing and communicating",yes,yes,no,,,no,,,44100
124,694047,Branta,bernicla,,birds,Brant Goose,Lisette,Netherlands,"Stiens, Leeuwarden, Friesland",53.2671,5.7642,0,"call, flight call, nocturnal flight call",,,field recording,//xeno-canto.org/694047,https://xeno-canto.org/694047/download,XC694047-20211012 2340 rotgans.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/EYCQCHTSPT/ffts/XC694047-small.png', 'med': '//xeno-canto.org/sounds/uploaded/EYCQCHTSPT/ffts/XC694047-med.png', 'large': '//xeno-canto.org/sounds/uploaded/EYCQCHTSPT/ffts/XC694047-large.png', 'full': '//xeno-canto.org/sounds/uploaded/EYCQCHTSPT/ffts/XC694047-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/EYCQCHTSPT/wave/XC694047-small.png', 'med': '//xeno-canto.org/sounds/uploaded/EYCQCHTSPT/wave/XC694047-med.png', 'large': '//xeno-canto.org/sounds/uploaded/EYCQCHTSPT/wave/XC694047-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:14,23:40,2021-10-12,2021-12-27,[],Zoom H5 nocmig recording unedited,no,no,no,,,no,,,44100
125,694045,Branta,bernicla,,birds,Brant Goose,Lisette,Netherlands,"Stiens, Leeuwarden, Friesland",53.2671,5.7642,0,"call, flight call, nocturnal flight call",,,field recording,//xeno-canto.org/694045,https://xeno-canto.org/694045/download,XC694045-20211013 0017 rotgans.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/EYCQCHTSPT/ffts/XC694045-small.png', 'med': '//xeno-canto.org/sounds/uploaded/EYCQCHTSPT/ffts/XC694045-med.png', 'large': '//xeno-canto.org/sounds/uploaded/EYCQCHTSPT/ffts/XC694045-large.png', 'full': '//xeno-canto.org/sounds/uploaded/EYCQCHTSPT/ffts/XC694045-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/EYCQCHTSPT/wave/XC694045-small.png', 'med': '//xeno-canto.org/sounds/uploaded/EYCQCHTSPT/wave/XC694045-med.png', 'large': '//xeno-canto.org/sounds/uploaded/EYCQCHTSPT/wave/XC694045-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:31,00:17,2021-10-13,2021-12-27,[],Zoom H5 nocmig recording unedited,no,no,no,,,no,,,44100
126,682723,Branta,bernicla,,birds,Brant Goose,Martin Billard,France,"Arrondissement de Caen (near  Feuguerolles-Bully), Calvados, Normandie",49.1144,-0.4023,60,nocturnal flight call,uncertain,uncertain,field recording,//xeno-canto.org/682723,https://xeno-canto.org/682723/download,XC682723-10-06-2021_21h24_bernache cravant.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/WKUHMYUJSN/ffts/XC682723-small.png', 'med': '//xeno-canto.org/sounds/uploaded/WKUHMYUJSN/ffts/XC682723-med.png', 'large': '//xeno-canto.org/sounds/uploaded/WKUHMYUJSN/ffts/XC682723-large.png', 'full': '//xeno-canto.org/sounds/uploaded/WKUHMYUJSN/ffts/XC682723-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/WKUHMYUJSN/wave/XC682723-small.png', 'med': '//xeno-canto.org/sounds/uploaded/WKUHMYUJSN/wave/XC682723-med.png', 'large': '//xeno-canto.org/sounds/uploaded/WKUHMYUJSN/wave/XC682723-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:25,21:24,2021-10-06,2021-10-26,[],Small flock in active migration inland,no,no,no,,,no,,,48000
127,680814,Branta,bernicla,,birds,Brant Goose,brickegickel,Germany,"Nordfriesland (near  Sylt), Schleswig-Holstein",54.8473,8.4145,0,call,,,field recording,//xeno-canto.org/680814,https://xeno-canto.org/680814/download,XC680814-Ringelgans.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/MCFGTDXKHO/ffts/XC680814-small.png', 'med': '//xeno-canto.org/sounds/uploaded/MCFGTDXKHO/ffts/XC680814-med.png', 'large': '//xeno-canto.org/sounds/uploaded/MCFGTDXKHO/ffts/XC680814-large.png', 'full': '//xeno-canto.org/sounds/uploaded/MCFGTDXKHO/ffts/XC680814-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/MCFGTDXKHO/wave/XC680814-small.png', 'med': '//xeno-canto.org/sounds/uploaded/MCFGTDXKHO/wave/XC680814-med.png', 'large': '//xeno-canto.org/sounds/uploaded/MCFGTDXKHO/wave/XC680814-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:09,10:00,2021-10-11,2021-10-17,['Haematopus ostralegus'],,no,no,no,,,no,,,44100
128,680681,Branta,bernicla,,birds,Brant Goose,Jerome Fischer,France,"Gujan-Mestras, Gironde, Nouvelle-Aquitaine",44.6455,-1.074,0,call,,,field recording,//xeno-canto.org/680681,https://xeno-canto.org/680681/download,"XC680681-Ringelgans, Arcachon, FR, 211015-023.mp3","{'small': '//xeno-canto.org/sounds/uploaded/JPBSNBUUEF/ffts/XC680681-small.png', 'med': '//xeno-canto.org/sounds/uploaded/JPBSNBUUEF/ffts/XC680681-med.png', 'large': '//xeno-canto.org/sounds/uploaded/JPBSNBUUEF/ffts/XC680681-large.png', 'full': '//xeno-canto.org/sounds/uploaded/JPBSNBUUEF/ffts/XC680681-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/JPBSNBUUEF/wave/XC680681-small.png', 'med': '//xeno-canto.org/sounds/uploaded/JPBSNBUUEF/wave/XC680681-med.png', 'large': '//xeno-canto.org/sounds/uploaded/JPBSNBUUEF/wave/XC680681-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:12,12:30,2021-10-15,2021-10-16,[],,yes,yes,no,,,no,,,48000
129,680680,Branta,bernicla,,birds,Brant Goose,Jerome Fischer,France,"Gujan-Mestras, Gironde, Nouvelle-Aquitaine",44.6455,-1.074,0,"alarm call, call",,,field recording,//xeno-canto.org/680680,https://xeno-canto.org/680680/download,"XC680680-Ringelgans, Arcachon, FR, 211015-021.mp3","{'small': '//xeno-canto.org/sounds/uploaded/JPBSNBUUEF/ffts/XC680680-small.png', 'med': '//xeno-canto.org/sounds/uploaded/JPBSNBUUEF/ffts/XC680680-med.png', 'large': '//xeno-canto.org/sounds/uploaded/JPBSNBUUEF/ffts/XC680680-large.png', 'full': '//xeno-canto.org/sounds/uploaded/JPBSNBUUEF/ffts/XC680680-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/JPBSNBUUEF/wave/XC680680-small.png', 'med': '//xeno-canto.org/sounds/uploaded/JPBSNBUUEF/wave/XC680680-med.png', 'large': '//xeno-canto.org/sounds/uploaded/JPBSNBUUEF/wave/XC680680-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:57,12:30,2021-10-15,2021-10-16,[],,yes,yes,no,,,no,,,48000
130,651951,Branta,bernicla,,birds,Brant Goose,timo nuoranen,Estonia,"Põlde (near  Kaasiku), Saue Parish, Harju maakond",59.1797,24.3281,40,nocturnal flight call,,,field recording,//xeno-canto.org/651951,https://xeno-canto.org/651951/download,XC651951-210506_0347_mfus_mnig.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/SKXIJAMNEQ/ffts/XC651951-small.png', 'med': '//xeno-canto.org/sounds/uploaded/SKXIJAMNEQ/ffts/XC651951-med.png', 'large': '//xeno-canto.org/sounds/uploaded/SKXIJAMNEQ/ffts/XC651951-large.png', 'full': '//xeno-canto.org/sounds/uploaded/SKXIJAMNEQ/ffts/XC651951-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/SKXIJAMNEQ/wave/XC651951-small.png', 'med': '//xeno-canto.org/sounds/uploaded/SKXIJAMNEQ/wave/XC651951-med.png', 'large': '//xeno-canto.org/sounds/uploaded/SKXIJAMNEQ/wave/XC651951-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:44,01:00,2021-05-21,2021-05-26,[],is here Brant geese migrating or possible Velvet scooter?,no,no,no,,,no,,,44100
131,637019,Branta,bernicla,,birds,Brant Goose,Agris Celmins,Denmark,Rødbyhavn,54.6506,11.3571,0,flight call,,,field recording,//xeno-canto.org/637019,https://xeno-canto.org/637019/download,"XC637019-Branta bernicla Brant Goose 2009-09-29 2202 Rodbyhavn 54.650638, 11.357134 (not seen) Telinga.mp3","{'small': '//xeno-canto.org/sounds/uploaded/AQWMZXSOED/ffts/XC637019-small.png', 'med': '//xeno-canto.org/sounds/uploaded/AQWMZXSOED/ffts/XC637019-med.png', 'large': '//xeno-canto.org/sounds/uploaded/AQWMZXSOED/ffts/XC637019-large.png', 'full': '//xeno-canto.org/sounds/uploaded/AQWMZXSOED/ffts/XC637019-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/AQWMZXSOED/wave/XC637019-small.png', 'med': '//xeno-canto.org/sounds/uploaded/AQWMZXSOED/wave/XC637019-med.png', 'large': '//xeno-canto.org/sounds/uploaded/AQWMZXSOED/wave/XC637019-large.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,B,0:21,22:02,2009-09-29,2021-04-08,[],,no,no,no,,,no,,,44100
132,627430,Branta,bernicla,,birds,Brant Goose,Bernard BOUSQUET,France,"Dolus-d'Oléron, Charente-Maritime, Nouvelle-Aquitaine",45.9213,-1.2292,0,"call, hatchling or nestling",,nestling,field recording,//xeno-canto.org/627430,https://xeno-canto.org/627430/download,XC627430-02  Bernache cravan.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/THHNKSHUMO/ffts/XC627430-small.png', 'med': '//xeno-canto.org/sounds/uploaded/THHNKSHUMO/ffts/XC627430-med.png', 'large': '//xeno-canto.org/sounds/uploaded/THHNKSHUMO/ffts/XC627430-large.png', 'full': '//xeno-canto.org/sounds/uploaded/THHNKSHUMO/ffts/XC627430-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/THHNKSHUMO/wave/XC627430-small.png', 'med': '//xeno-canto.org/sounds/uploaded/THHNKSHUMO/wave/XC627430-med.png', 'large': '//xeno-canto.org/sounds/uploaded/THHNKSHUMO/wave/XC627430-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,2:23,10:00,2021-03-07,2021-03-08,"['Calidris alpina', 'Pluvialis squatarola']",A group of a hundred individuals feeding. ,yes,yes,unknown,,,no,,,44100
133,624932,Branta,bernicla,,birds,Brant Goose,Marta Celej,France,"Gujan-Mestras, Gironde, Nouvelle-Aquitaine",44.6443,-1.0831,0,"call, flight call",,,field recording,//xeno-canto.org/624932,https://xeno-canto.org/624932/download,XC624932-branta 2.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/SKITQOLOOM/ffts/XC624932-small.png', 'med': '//xeno-canto.org/sounds/uploaded/SKITQOLOOM/ffts/XC624932-med.png', 'large': '//xeno-canto.org/sounds/uploaded/SKITQOLOOM/ffts/XC624932-large.png', 'full': '//xeno-canto.org/sounds/uploaded/SKITQOLOOM/ffts/XC624932-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/SKITQOLOOM/wave/XC624932-small.png', 'med': '//xeno-canto.org/sounds/uploaded/SKITQOLOOM/wave/XC624932-med.png', 'large': '//xeno-canto.org/sounds/uploaded/SKITQOLOOM/wave/XC624932-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,1:27,15:00,2021-02-27,2021-02-27,[],,unknown,unknown,unknown,,,no,,,48000
134,623833,Branta,bernicla,,birds,Brant Goose,Tanguy Loïs,France,"Plévenon, Côtes-d'Armor, Bretagne",48.628,-2.3205,10,call,,,field recording,//xeno-canto.org/623833,https://xeno-canto.org/623833/download,XC623833-cravant.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/PJVGDPHDIM/ffts/XC623833-small.png', 'med': '//xeno-canto.org/sounds/uploaded/PJVGDPHDIM/ffts/XC623833-med.png', 'large': '//xeno-canto.org/sounds/uploaded/PJVGDPHDIM/ffts/XC623833-large.png', 'full': '//xeno-canto.org/sounds/uploaded/PJVGDPHDIM/ffts/XC623833-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/PJVGDPHDIM/wave/XC623833-small.png', 'med': '//xeno-canto.org/sounds/uploaded/PJVGDPHDIM/wave/XC623833-med.png', 'large': '//xeno-canto.org/sounds/uploaded/PJVGDPHDIM/wave/XC623833-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:51,12:30,2021-02-22,2021-02-23,"['Corvus corone', 'Erithacus rubecula']",,yes,yes,no,,,no,,,48000
135,617355,Branta,bernicla,bernicla,birds,Brant Goose,Sébastien Provost - Birding Mont-Saint-Michel,France,"Vains, Manche, Normandie",48.6547,-1.4463,10,flight call,,,field recording,//xeno-canto.org/617355,https://xeno-canto.org/617355/download,XC617355-bernaches cravant janvier 2021.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/FHKAYVOUZR/ffts/XC617355-small.png', 'med': '//xeno-canto.org/sounds/uploaded/FHKAYVOUZR/ffts/XC617355-med.png', 'large': '//xeno-canto.org/sounds/uploaded/FHKAYVOUZR/ffts/XC617355-large.png', 'full': '//xeno-canto.org/sounds/uploaded/FHKAYVOUZR/ffts/XC617355-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/FHKAYVOUZR/wave/XC617355-small.png', 'med': '//xeno-canto.org/sounds/uploaded/FHKAYVOUZR/wave/XC617355-med.png', 'large': '//xeno-canto.org/sounds/uploaded/FHKAYVOUZR/wave/XC617355-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:24,18:30,2021-01-15,2021-01-25,[],"Passage progressif d'environ 2000 oiseaux, au-dessus de moi, en direction de leur dortoir estuairien.",unknown,unknown,unknown,,,no,,,48000
136,615588,Branta,bernicla,,birds,Brant Goose,Olivier SWIFT,France,"Guérande, Loire-Atlantique, Pays de la Loire",47.3038,-2.4788,0,call,,,field recording,//xeno-canto.org/615588,https://xeno-canto.org/615588/download,XC615588-BRABER_210117_6170_Sissable44.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/JCPKCBKKAQ/ffts/XC615588-small.png', 'med': '//xeno-canto.org/sounds/uploaded/JCPKCBKKAQ/ffts/XC615588-med.png', 'large': '//xeno-canto.org/sounds/uploaded/JCPKCBKKAQ/ffts/XC615588-large.png', 'full': '//xeno-canto.org/sounds/uploaded/JCPKCBKKAQ/ffts/XC615588-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/JCPKCBKKAQ/wave/XC615588-small.png', 'med': '//xeno-canto.org/sounds/uploaded/JCPKCBKKAQ/wave/XC615588-med.png', 'large': '//xeno-canto.org/sounds/uploaded/JCPKCBKKAQ/wave/XC615588-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:11,15:51,2021-01-17,2021-01-17,[],,yes,yes,no,,,no,,,48000
137,615587,Branta,bernicla,,birds,Brant Goose,Olivier SWIFT,France,"Guérande, Loire-Atlantique, Pays de la Loire",47.3038,-2.4788,0,call,,,field recording,//xeno-canto.org/615587,https://xeno-canto.org/615587/download,XC615587-BRABER_210117_6167_Sissable44.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/JCPKCBKKAQ/ffts/XC615587-small.png', 'med': '//xeno-canto.org/sounds/uploaded/JCPKCBKKAQ/ffts/XC615587-med.png', 'large': '//xeno-canto.org/sounds/uploaded/JCPKCBKKAQ/ffts/XC615587-large.png', 'full': '//xeno-canto.org/sounds/uploaded/JCPKCBKKAQ/ffts/XC615587-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/JCPKCBKKAQ/wave/XC615587-small.png', 'med': '//xeno-canto.org/sounds/uploaded/JCPKCBKKAQ/wave/XC615587-med.png', 'large': '//xeno-canto.org/sounds/uploaded/JCPKCBKKAQ/wave/XC615587-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:20,15:50,2021-01-17,2021-01-17,[],,yes,yes,no,,,no,,,48000
138,615148,Branta,bernicla,hrota,birds,Brant Goose,Mr Mark Shorten,Ireland,"Dungarvan, County Waterford",52.0712,-7.6091,0,flight call,,,field recording,//xeno-canto.org/615148,https://xeno-canto.org/615148/download,XC615148-15.1.21 brent dungar.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/UPZQVPMXNE/ffts/XC615148-small.png', 'med': '//xeno-canto.org/sounds/uploaded/UPZQVPMXNE/ffts/XC615148-med.png', 'large': '//xeno-canto.org/sounds/uploaded/UPZQVPMXNE/ffts/XC615148-large.png', 'full': '//xeno-canto.org/sounds/uploaded/UPZQVPMXNE/ffts/XC615148-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/UPZQVPMXNE/wave/XC615148-small.png', 'med': '//xeno-canto.org/sounds/uploaded/UPZQVPMXNE/wave/XC615148-med.png', 'large': '//xeno-canto.org/sounds/uploaded/UPZQVPMXNE/wave/XC615148-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:19,09:30,2021-01-15,2021-01-15,['Haematopus ostralegus'],"small flock of Pale -bellied Brent flying close to the recorder, about 600 in the bay",yes,yes,unknown,,,no,,,44100
139,615010,Branta,bernicla,,birds,Brant Goose,Sébastien Provost - Birding Mont-Saint-Michel,France,"Roz-sur-Couesnon, Ille-et-Vilaine, Bretagne",48.6214,-1.6099,0,"call, flight call",,,field recording,//xeno-canto.org/615010,https://xeno-canto.org/615010/download,XC615010-bernache cravant 1er dec 2016.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/FHKAYVOUZR/ffts/XC615010-small.png', 'med': '//xeno-canto.org/sounds/uploaded/FHKAYVOUZR/ffts/XC615010-med.png', 'large': '//xeno-canto.org/sounds/uploaded/FHKAYVOUZR/ffts/XC615010-large.png', 'full': '//xeno-canto.org/sounds/uploaded/FHKAYVOUZR/ffts/XC615010-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/FHKAYVOUZR/wave/XC615010-small.png', 'med': '//xeno-canto.org/sounds/uploaded/FHKAYVOUZR/wave/XC615010-med.png', 'large': '//xeno-canto.org/sounds/uploaded/FHKAYVOUZR/wave/XC615010-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:26,09:00,2016-12-01,2021-01-14,[],Groupe hivernant de plus de 3000 ind. sur le pré-salé Ouest du Mont-Saint-Michel,unknown,unknown,unknown,,,no,,,48000
140,614172,Branta,bernicla,,birds,Brant Goose,Julien Piette,France,"Dunkerque, Nord, Hauts-de-France",51.0445,2.3912,10,nocturnal flight call,,,field recording,//xeno-canto.org/614172,https://xeno-canto.org/614172/download,XC614172-201011_bécassine et bernache cravant.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/AEYBSAOVGN/ffts/XC614172-small.png', 'med': '//xeno-canto.org/sounds/uploaded/AEYBSAOVGN/ffts/XC614172-med.png', 'large': '//xeno-canto.org/sounds/uploaded/AEYBSAOVGN/ffts/XC614172-large.png', 'full': '//xeno-canto.org/sounds/uploaded/AEYBSAOVGN/ffts/XC614172-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/AEYBSAOVGN/wave/XC614172-small.png', 'med': '//xeno-canto.org/sounds/uploaded/AEYBSAOVGN/wave/XC614172-med.png', 'large': '//xeno-canto.org/sounds/uploaded/AEYBSAOVGN/wave/XC614172-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:43,05:18,2020-10-12,2021-01-10,['Gallinago gallinago'],,unknown,unknown,unknown,,,no,,,44100
141,614171,Branta,bernicla,,birds,Brant Goose,Julien Piette,France,"Dunkerque, Nord, Hauts-de-France",51.0445,2.3912,10,nocturnal flight call,,,field recording,//xeno-canto.org/614171,https://xeno-canto.org/614171/download,XC614171-201011_bernache cravant4.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/AEYBSAOVGN/ffts/XC614171-small.png', 'med': '//xeno-canto.org/sounds/uploaded/AEYBSAOVGN/ffts/XC614171-med.png', 'large': '//xeno-canto.org/sounds/uploaded/AEYBSAOVGN/ffts/XC614171-large.png', 'full': '//xeno-canto.org/sounds/uploaded/AEYBSAOVGN/ffts/XC614171-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/AEYBSAOVGN/wave/XC614171-small.png', 'med': '//xeno-canto.org/sounds/uploaded/AEYBSAOVGN/wave/XC614171-med.png', 'large': '//xeno-canto.org/sounds/uploaded/AEYBSAOVGN/wave/XC614171-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:32,04:34,2020-10-12,2021-01-10,[],,unknown,unknown,unknown,,,no,,,44100
